"Perioden";"Brandstofsoort";"Bouwjaarklasse";"Onderwerp";"";""
"2008";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2009";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2009";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2009";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2008";"Snorfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2008";"Bromfiets";"aantal";""
"2008";"Totaal";"Bouwjaar 2008";"Brommobiel";"aantal";""
"2008";"Totaal";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Totaal";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"71209"
"2008";"Totaal";"Bouwjaar 2007";"Snorfiets";"aantal";"33417"
"2008";"Totaal";"Bouwjaar 2007";"Bromfiets";"aantal";"35748"
"2008";"Totaal";"Bouwjaar 2007";"Brommobiel";"aantal";"1744"
"2008";"Totaal";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"300"
"2008";"Totaal";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"49730"
"2008";"Totaal";"Bouwjaar 2006";"Snorfiets";"aantal";"22929"
"2008";"Totaal";"Bouwjaar 2006";"Bromfiets";"aantal";"24985"
"2008";"Totaal";"Bouwjaar 2006";"Brommobiel";"aantal";"1593"
"2008";"Totaal";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"223"
"2008";"Totaal";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"665469"
"2008";"Totaal";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"283595"
"2008";"Totaal";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"362456"
"2008";"Totaal";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"14176"
"2008";"Totaal";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"5242"
"2008";"Benzine";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"765305"
"2008";"Benzine";"Totaal alle bouwjaren";"Snorfiets";"aantal";"336942"
"2008";"Benzine";"Totaal alle bouwjaren";"Bromfiets";"aantal";"422657"
"2008";"Benzine";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2008";"Benzine";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"5706"
"2008";"Benzine";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2009";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2009";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2009";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2008";"Snorfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2008";"Bromfiets";"aantal";""
"2008";"Benzine";"Bouwjaar 2008";"Brommobiel";"aantal";""
"2008";"Benzine";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Benzine";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"68499"
"2008";"Benzine";"Bouwjaar 2007";"Snorfiets";"aantal";"32775"
"2008";"Benzine";"Bouwjaar 2007";"Bromfiets";"aantal";"35429"
"2008";"Benzine";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2008";"Benzine";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"295"
"2008";"Benzine";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"47764"
"2008";"Benzine";"Bouwjaar 2006";"Snorfiets";"aantal";"22578"
"2008";"Benzine";"Bouwjaar 2006";"Bromfiets";"aantal";"24972"
"2008";"Benzine";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2008";"Benzine";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"214"
"2008";"Benzine";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"649042"
"2008";"Benzine";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"281589"
"2008";"Benzine";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"362256"
"2008";"Benzine";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2008";"Benzine";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"5197"
"2008";"Diesel";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"17600"
"2008";"Diesel";"Totaal alle bouwjaren";"Snorfiets";"aantal";"36"
"2008";"Diesel";"Totaal alle bouwjaren";"Bromfiets";"aantal";"35"
"2008";"Diesel";"Totaal alle bouwjaren";"Brommobiel";"aantal";"17513"
"2008";"Diesel";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"16"
"2008";"Diesel";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2009";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2009";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2009";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2008";"Snorfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2008";"Bromfiets";"aantal";""
"2008";"Diesel";"Bouwjaar 2008";"Brommobiel";"aantal";""
"2008";"Diesel";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Diesel";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"1744"
"2008";"Diesel";"Bouwjaar 2007";"Snorfiets";"aantal";"0"
"2008";"Diesel";"Bouwjaar 2007";"Bromfiets";"aantal";"0"
"2008";"Diesel";"Bouwjaar 2007";"Brommobiel";"aantal";"1744"
"2008";"Diesel";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2008";"Diesel";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"1593"
"2008";"Diesel";"Bouwjaar 2006";"Snorfiets";"aantal";"0"
"2008";"Diesel";"Bouwjaar 2006";"Bromfiets";"aantal";"0"
"2008";"Diesel";"Bouwjaar 2006";"Brommobiel";"aantal";"1593"
"2008";"Diesel";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2008";"Diesel";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"14263"
"2008";"Diesel";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"36"
"2008";"Diesel";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"35"
"2008";"Diesel";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"14176"
"2008";"Diesel";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"16"
"2008";"Elektriciteit";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"3503"
"2008";"Elektriciteit";"Totaal alle bouwjaren";"Snorfiets";"aantal";"2963"
"2008";"Elektriciteit";"Totaal alle bouwjaren";"Bromfiets";"aantal";"497"
"2008";"Elektriciteit";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2008";"Elektriciteit";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"43"
"2008";"Elektriciteit";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2009";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2009";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2009";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2008";"Snorfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2008";"Bromfiets";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2008";"Brommobiel";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";""
"2008";"Elektriciteit";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"966"
"2008";"Elektriciteit";"Bouwjaar 2007";"Snorfiets";"aantal";"642"
"2008";"Elektriciteit";"Bouwjaar 2007";"Bromfiets";"aantal";"319"
"2008";"Elektriciteit";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2008";"Elektriciteit";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"5"
"2008";"Elektriciteit";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"373"
"2008";"Elektriciteit";"Bouwjaar 2006";"Snorfiets";"aantal";"351"
"2008";"Elektriciteit";"Bouwjaar 2006";"Bromfiets";"aantal";"13"
"2008";"Elektriciteit";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2008";"Elektriciteit";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"9"
"2008";"Elektriciteit";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"2164"
"2008";"Elektriciteit";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"1970"
"2008";"Elektriciteit";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"165"
"2008";"Elektriciteit";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2008";"Elektriciteit";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"29"
"2009";"Totaal";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"873872"
"2009";"Totaal";"Totaal alle bouwjaren";"Snorfiets";"aantal";"386025"
"2009";"Totaal";"Totaal alle bouwjaren";"Bromfiets";"aantal";"464870"
"2009";"Totaal";"Totaal alle bouwjaren";"Brommobiel";"aantal";"19008"
"2009";"Totaal";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"3969"
"2009";"Totaal";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2009";"Totaal";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2009";"Totaal";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2009";"Totaal";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2009";"Totaal";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2009";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";""
