"Perioden";"Voertuigtype";"Onderwerp";"";""
"2001";"Totaal bedrijfsvoertuigen";"5500 - 5999 kg";"aantal";"5944"
"2001";"Totaal bedrijfsvoertuigen";"6000 - 6499 kg";"aantal";"8777"
"2001";"Totaal bedrijfsvoertuigen";"6500 - 6999 kg";"aantal";"20285"
"2001";"Totaal bedrijfsvoertuigen";"7000 - 7499 kg";"aantal";"29054"
"2001";"Totaal bedrijfsvoertuigen";"7500 - 7999 kg";"aantal";"10703"
"2001";"Totaal bedrijfsvoertuigen";"8000 - 8499 kg";"aantal";"7645"
"2001";"Totaal bedrijfsvoertuigen";"8500 - 8999 kg";"aantal";"7040"
"2001";"Totaal bedrijfsvoertuigen";"9000 - 9499 kg";"aantal";"6095"
"2001";"Totaal bedrijfsvoertuigen";"9500 - 9999 kg";"aantal";"5693"
"2001";"Totaal bedrijfsvoertuigen";"10 000 - 10 499 kg";"aantal";"5554"
"2001";"Totaal bedrijfsvoertuigen";"10 500 - 10 999 kg";"aantal";"5918"
"2001";"Totaal bedrijfsvoertuigen";"11 000 - 11 499 kg";"aantal";"5428"
"2001";"Totaal bedrijfsvoertuigen";"11 500 - 11 999 kg";"aantal";"3652"
"2001";"Totaal bedrijfsvoertuigen";"12 000 - 12 499 kg";"aantal";"3665"
"2001";"Totaal bedrijfsvoertuigen";"12 500 - 12 999 kg";"aantal";"3241"
"2001";"Totaal bedrijfsvoertuigen";"13 000 - 13 499 kg";"aantal";"2827"
"2001";"Totaal bedrijfsvoertuigen";"13 500 - 13 999 kg";"aantal";"2058"
"2001";"Totaal bedrijfsvoertuigen";"14 000 - 14 499 kg";"aantal";"1503"
"2001";"Totaal bedrijfsvoertuigen";"14 500 - 14 999 kg";"aantal";"1427"
"2001";"Totaal bedrijfsvoertuigen";"15 000 - 15 499 kg";"aantal";"1277"
"2001";"Totaal bedrijfsvoertuigen";"15 500 - 15 999 kg";"aantal";"913"
"2001";"Totaal bedrijfsvoertuigen";"16 000 - 19 999 kg";"aantal";"3260"
"2001";"Totaal bedrijfsvoertuigen";"20 000 - 24 999 kg";"aantal";"1224"
"2001";"Totaal bedrijfsvoertuigen";"25 000 - 29 999 kg";"aantal";"102"
"2001";"Totaal bedrijfsvoertuigen";"30 000 kg en meer";"aantal";"1664"
"2001";"Totaal bedrijfsvoertuigen";"Leeggewicht onbekend";"aantal";"12"
"2001";"Bestelauto";"||Totaal";"aantal";"755776"
"2001";"Bestelauto";"Benzine";"aantal";"75877"
"2001";"Bestelauto";"Diesel";"aantal";"655727"
"2001";"Bestelauto";"LPG";"aantal";"23613"
"2001";"Bestelauto";"Elektriciteit";"aantal";"34"
"2001";"Bestelauto";"CNG";"aantal";"525"
"2001";"Bestelauto";"Geen/overige/onbekende brandstof";"aantal";"0"
"2001";"Bestelauto";"||Totaal";"aantal";"755776"
"2001";"Bestelauto";"< 500 kg";"aantal";"153"
"2001";"Bestelauto";"500 - 999 kg";"aantal";"90110"
"2001";"Bestelauto";"1000 - 1499 kg";"aantal";"270185"
"2001";"Bestelauto";"1500 - 1999 kg";"aantal";"333794"
"2001";"Bestelauto";"2000 - 2499 kg";"aantal";"39829"
"2001";"Bestelauto";"2500 - 2999 kg";"aantal";"16888"
"2001";"Bestelauto";"3000 - 3499 kg";"aantal";"4808"
"2001";"Bestelauto";"3500 - 3999 kg";"aantal";""
"2001";"Bestelauto";"4000 - 4499 kg";"aantal";""
"2001";"Bestelauto";"4500 - 4999 kg";"aantal";""
"2001";"Bestelauto";"5000 - 5499 kg";"aantal";""
"2001";"Bestelauto";"5500 - 5999 kg";"aantal";""
"2001";"Bestelauto";"6000 - 6499 kg";"aantal";""
"2001";"Bestelauto";"6500 - 6999 kg";"aantal";""
"2001";"Bestelauto";"7000 - 7499 kg";"aantal";""
"2001";"Bestelauto";"7500 - 7999 kg";"aantal";""
"2001";"Bestelauto";"8000 - 8499 kg";"aantal";""
"2001";"Bestelauto";"8500 - 8999 kg";"aantal";""
"2001";"Bestelauto";"9000 - 9499 kg";"aantal";""
"2001";"Bestelauto";"9500 - 9999 kg";"aantal";""
"2001";"Bestelauto";"10 000 - 10 499 kg";"aantal";""
"2001";"Bestelauto";"10 500 - 10 999 kg";"aantal";""
"2001";"Bestelauto";"11 000 - 11 499 kg";"aantal";""
"2001";"Bestelauto";"11 500 - 11 999 kg";"aantal";""
"2001";"Bestelauto";"12 000 - 12 499 kg";"aantal";""
"2001";"Bestelauto";"12 500 - 12 999 kg";"aantal";""
"2001";"Bestelauto";"13 000 - 13 499 kg";"aantal";""
"2001";"Bestelauto";"13 500 - 13 999 kg";"aantal";""
"2001";"Bestelauto";"14 000 - 14 499 kg";"aantal";""
"2001";"Bestelauto";"14 500 - 14 999 kg";"aantal";""
"2001";"Bestelauto";"15 000 - 15 499 kg";"aantal";""
"2001";"Bestelauto";"15 500 - 15 999 kg";"aantal";""
"2001";"Bestelauto";"16 000 - 19 999 kg";"aantal";""
"2001";"Bestelauto";"20 000 - 24 999 kg";"aantal";""
"2001";"Bestelauto";"25 000 - 29 999 kg";"aantal";""
"2001";"Bestelauto";"30 000 kg en meer";"aantal";""
"2001";"Bestelauto";"Leeggewicht onbekend";"aantal";"9"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"83418"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"Benzine";"aantal";"945"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"Diesel";"aantal";"82309"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"LPG";"aantal";"164"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"Elektriciteit";"aantal";"0"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"CNG";"aantal";"0"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"Geen/overige/onbekende brandstof";"aantal";"0"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"83418"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"< 500 kg";"aantal";"1"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"500 - 999 kg";"aantal";"2"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"1000 - 1499 kg";"aantal";"10"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"1500 - 1999 kg";"aantal";"115"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"2000 - 2499 kg";"aantal";"1097"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"2500 - 2999 kg";"aantal";"1921"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"3000 - 3499 kg";"aantal";"2606"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"3500 - 3999 kg";"aantal";"2637"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"4000 - 4499 kg";"aantal";"3188"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"4500 - 4999 kg";"aantal";"4192"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"5000 - 5499 kg";"aantal";"4209"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"5500 - 5999 kg";"aantal";"3540"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"6000 - 6499 kg";"aantal";"3412"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"6500 - 6999 kg";"aantal";"3477"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"7000 - 7499 kg";"aantal";"3603"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"7500 - 7999 kg";"aantal";"3771"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"8000 - 8499 kg";"aantal";"4742"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"8500 - 8999 kg";"aantal";"5772"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"9000 - 9499 kg";"aantal";"4965"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"9500 - 9999 kg";"aantal";"3982"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"10 000 - 10 499 kg";"aantal";"3414"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"10 500 - 10 999 kg";"aantal";"3697"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"11 000 - 11 499 kg";"aantal";"3274"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"11 500 - 11 999 kg";"aantal";"2678"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"12 000 - 12 499 kg";"aantal";"2185"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"12 500 - 12 999 kg";"aantal";"2013"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"13 000 - 13 499 kg";"aantal";"1632"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"13 500 - 13 999 kg";"aantal";"1226"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"14 000 - 14 499 kg";"aantal";"989"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"14 500 - 14 999 kg";"aantal";"844"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"15 000 - 15 499 kg";"aantal";"749"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"15 500 - 15 999 kg";"aantal";"625"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"16 000 - 19 999 kg";"aantal";"2471"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"20 000 - 24 999 kg";"aantal";"349"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"25 000 - 29 999 kg";"aantal";"20"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"30 000 kg en meer";"aantal";"10"
"2001";"Vrachtauto (excl. trekker voor oplegger)";"Leeggewicht onbekend";"aantal";"0"
"2001";"Trekker voor oplegger";"||Totaal";"aantal";"59804"
"2001";"Trekker voor oplegger";"Benzine";"aantal";"26"
"2001";"Trekker voor oplegger";"Diesel";"aantal";"59764"
"2001";"Trekker voor oplegger";"LPG";"aantal";"14"
"2001";"Trekker voor oplegger";"Elektriciteit";"aantal";"0"
"2001";"Trekker voor oplegger";"CNG";"aantal";"0"
"2001";"Trekker voor oplegger";"Geen/overige/onbekende brandstof";"aantal";"0"
"2001";"Trekker voor oplegger";"||Totaal";"aantal";"59804"
"2001";"Trekker voor oplegger";"< 500 kg";"aantal";"1"
"2001";"Trekker voor oplegger";"500 - 999 kg";"aantal";"10"
"2001";"Trekker voor oplegger";"1000 - 1499 kg";"aantal";"8"
"2001";"Trekker voor oplegger";"1500 - 1999 kg";"aantal";"225"
"2001";"Trekker voor oplegger";"2000 - 2499 kg";"aantal";"478"
"2001";"Trekker voor oplegger";"2500 - 2999 kg";"aantal";"75"
"2001";"Trekker voor oplegger";"3000 - 3499 kg";"aantal";"40"
"2001";"Trekker voor oplegger";"3500 - 3999 kg";"aantal";"51"
"2001";"Trekker voor oplegger";"4000 - 4499 kg";"aantal";"41"
"2001";"Trekker voor oplegger";"4500 - 4999 kg";"aantal";"157"
"2001";"Trekker voor oplegger";"5000 - 5499 kg";"aantal";"221"
"2001";"Trekker voor oplegger";"5500 - 5999 kg";"aantal";"1714"
"2001";"Trekker voor oplegger";"6000 - 6499 kg";"aantal";"4733"
"2001";"Trekker voor oplegger";"6500 - 6999 kg";"aantal";"16210"
"2001";"Trekker voor oplegger";"7000 - 7499 kg";"aantal";"24877"
"2001";"Trekker voor oplegger";"7500 - 7999 kg";"aantal";"6398"
"2001";"Trekker voor oplegger";"8000 - 8499 kg";"aantal";"2260"
"2001";"Trekker voor oplegger";"8500 - 8999 kg";"aantal";"652"
"2001";"Trekker voor oplegger";"9000 - 9499 kg";"aantal";"425"
"2001";"Trekker voor oplegger";"9500 - 9999 kg";"aantal";"288"
"2001";"Trekker voor oplegger";"10 000 - 10 499 kg";"aantal";"173"
"2001";"Trekker voor oplegger";"10 500 - 10 999 kg";"aantal";"126"
"2001";"Trekker voor oplegger";"11 000 - 11 499 kg";"aantal";"150"
"2001";"Trekker voor oplegger";"11 500 - 11 999 kg";"aantal";"85"
"2001";"Trekker voor oplegger";"12 000 - 12 499 kg";"aantal";"60"
"2001";"Trekker voor oplegger";"12 500 - 12 999 kg";"aantal";"54"
"2001";"Trekker voor oplegger";"13 000 - 13 499 kg";"aantal";"51"
"2001";"Trekker voor oplegger";"13 500 - 13 999 kg";"aantal";"40"
"2001";"Trekker voor oplegger";"14 000 - 14 499 kg";"aantal";"18"
"2001";"Trekker voor oplegger";"14 500 - 14 999 kg";"aantal";"18"
"2001";"Trekker voor oplegger";"15 000 - 15 499 kg";"aantal";"20"
"2001";"Trekker voor oplegger";"15 500 - 15 999 kg";"aantal";"10"
"2001";"Trekker voor oplegger";"16 000 - 19 999 kg";"aantal";"100"
"2001";"Trekker voor oplegger";"20 000 - 24 999 kg";"aantal";"22"
"2001";"Trekker voor oplegger";"25 000 - 29 999 kg";"aantal";"6"
"2001";"Trekker voor oplegger";"30 000 kg en meer";"aantal";"6"
"2001";"Trekker voor oplegger";"Leeggewicht onbekend";"aantal";"1"
"2001";"Speciaal voertuig";"||Totaal";"aantal";"39707"
"2001";"Speciaal voertuig";"Benzine";"aantal";"3883"
"2001";"Speciaal voertuig";"Diesel";"aantal";"34720"
"2001";"Speciaal voertuig";"LPG";"aantal";"1096"
"2001";"Speciaal voertuig";"Elektriciteit";"aantal";"0"
"2001";"Speciaal voertuig";"CNG";"aantal";"8"
"2001";"Speciaal voertuig";"Geen/overige/onbekende brandstof";"aantal";"0"
"2001";"Speciaal voertuig";"||Totaal";"aantal";"39707"
"2001";"Speciaal voertuig";"< 500 kg";"aantal";"0"
"2001";"Speciaal voertuig";"500 - 999 kg";"aantal";"873"
"2001";"Speciaal voertuig";"1000 - 1499 kg";"aantal";"821"
"2001";"Speciaal voertuig";"1500 - 1999 kg";"aantal";"4223"
"2001";"Speciaal voertuig";"2000 - 2499 kg";"aantal";"8959"
"2001";"Speciaal voertuig";"2500 - 2999 kg";"aantal";"6159"
"2001";"Speciaal voertuig";"3000 - 3499 kg";"aantal";"2475"
"2001";"Speciaal voertuig";"3500 - 3999 kg";"aantal";"1015"
"2001";"Speciaal voertuig";"4000 - 4499 kg";"aantal";"1083"
"2001";"Speciaal voertuig";"4500 - 4999 kg";"aantal";"832"
"2001";"Speciaal voertuig";"5000 - 5499 kg";"aantal";"652"
"2001";"Speciaal voertuig";"5500 - 5999 kg";"aantal";"655"
"2001";"Speciaal voertuig";"6000 - 6499 kg";"aantal";"590"
"2001";"Speciaal voertuig";"6500 - 6999 kg";"aantal";"569"
"2001";"Speciaal voertuig";"7000 - 7499 kg";"aantal";"531"
"2001";"Speciaal voertuig";"7500 - 7999 kg";"aantal";"456"
"2001";"Speciaal voertuig";"8000 - 8499 kg";"aantal";"557"
"2001";"Speciaal voertuig";"8500 - 8999 kg";"aantal";"481"
"2001";"Speciaal voertuig";"9000 - 9499 kg";"aantal";"457"
"2001";"Speciaal voertuig";"9500 - 9999 kg";"aantal";"445"
"2001";"Speciaal voertuig";"10 000 - 10 499 kg";"aantal";"467"
"2001";"Speciaal voertuig";"10 500 - 10 999 kg";"aantal";"507"
"2001";"Speciaal voertuig";"11 000 - 11 499 kg";"aantal";"397"
"2001";"Speciaal voertuig";"11 500 - 11 999 kg";"aantal";"319"
"2001";"Speciaal voertuig";"12 000 - 12 499 kg";"aantal";"585"
"2001";"Speciaal voertuig";"12 500 - 12 999 kg";"aantal";"583"
"2001";"Speciaal voertuig";"13 000 - 13 499 kg";"aantal";"670"
"2001";"Speciaal voertuig";"13 500 - 13 999 kg";"aantal";"509"
"2001";"Speciaal voertuig";"14 000 - 14 499 kg";"aantal";"305"
"2001";"Speciaal voertuig";"14 500 - 14 999 kg";"aantal";"268"
"2001";"Speciaal voertuig";"15 000 - 15 499 kg";"aantal";"182"
"2001";"Speciaal voertuig";"15 500 - 15 999 kg";"aantal";"119"
"2001";"Speciaal voertuig";"16 000 - 19 999 kg";"aantal";"385"
"2001";"Speciaal voertuig";"20 000 - 24 999 kg";"aantal";"848"
"2001";"Speciaal voertuig";"25 000 - 29 999 kg";"aantal";"75"
"2001";"Speciaal voertuig";"30 000 kg en meer";"aantal";"1648"
"2001";"Speciaal voertuig";"Leeggewicht onbekend";"aantal";"7"
"2001";"Bus";"||Totaal";"aantal";"11369"
"2001";"Bus";"Benzine";"aantal";"14"
"2001";"Bus";"Diesel";"aantal";"11112"
"2001";"Bus";"LPG";"aantal";"186"
"2001";"Bus";"Elektriciteit";"aantal";"50"
"2001";"Bus";"CNG";"aantal";"7"
"2001";"Bus";"Geen/overige/onbekende brandstof";"aantal";"0"
"2001";"Bus";"||Totaal";"aantal";"11369"
"2001";"Bus";"< 500 kg";"aantal";"1"
"2001";"Bus";"500 - 999 kg";"aantal";"0"
"2001";"Bus";"1000 - 1499 kg";"aantal";"4"
"2001";"Bus";"1500 - 1999 kg";"aantal";"15"
"2001";"Bus";"2000 - 2499 kg";"aantal";"258"
"2001";"Bus";"2500 - 2999 kg";"aantal";"233"
"2001";"Bus";"3000 - 3499 kg";"aantal";"124"
"2001";"Bus";"3500 - 3999 kg";"aantal";"62"
"2001";"Bus";"4000 - 4499 kg";"aantal";"160"
"2001";"Bus";"4500 - 4999 kg";"aantal";"67"
"2001";"Bus";"5000 - 5499 kg";"aantal";"41"
"2001";"Bus";"5500 - 5999 kg";"aantal";"34"
"2001";"Bus";"6000 - 6499 kg";"aantal";"42"
"2001";"Bus";"6500 - 6999 kg";"aantal";"29"
"2001";"Bus";"7000 - 7499 kg";"aantal";"43"
"2001";"Bus";"7500 - 7999 kg";"aantal";"78"
"2001";"Bus";"8000 - 8499 kg";"aantal";"86"
"2001";"Bus";"8500 - 8999 kg";"aantal";"135"
"2001";"Bus";"9000 - 9499 kg";"aantal";"248"
"2001";"Bus";"9500 - 9999 kg";"aantal";"978"
"2001";"Bus";"10 000 - 10 499 kg";"aantal";"1500"
"2001";"Bus";"10 500 - 10 999 kg";"aantal";"1588"
"2001";"Bus";"11 000 - 11 499 kg";"aantal";"1607"
"2001";"Bus";"11 500 - 11 999 kg";"aantal";"570"
"2001";"Bus";"12 000 - 12 499 kg";"aantal";"835"
"2001";"Bus";"12 500 - 12 999 kg";"aantal";"591"
"2001";"Bus";"13 000 - 13 499 kg";"aantal";"474"
"2001";"Bus";"13 500 - 13 999 kg";"aantal";"283"
"2001";"Bus";"14 000 - 14 499 kg";"aantal";"190"
"2001";"Bus";"14 500 - 14 999 kg";"aantal";"297"
"2001";"Bus";"15 000 - 15 499 kg";"aantal";"326"
"2001";"Bus";"15 500 - 15 999 kg";"aantal";"159"
"2001";"Bus";"16 000 - 19 999 kg";"aantal";"304"
"2001";"Bus";"20 000 - 24 999 kg";"aantal";"5"
"2001";"Bus";"25 000 - 29 999 kg";"aantal";"1"
"2001";"Bus";"30 000 kg en meer";"aantal";"0"
"2001";"Bus";"Leeggewicht onbekend";"aantal";"1"
"2001";"Aanhangwagen";"||Totaal";"aantal";""
"2001";"Aanhangwagen";"Benzine";"aantal";""
"2001";"Aanhangwagen";"Diesel";"aantal";""
"2001";"Aanhangwagen";"LPG";"aantal";""
"2001";"Aanhangwagen";"Elektriciteit";"aantal";""
"2001";"Aanhangwagen";"CNG";"aantal";""
"2001";"Aanhangwagen";"Geen/overige/onbekende brandstof";"aantal";""
"2001";"Aanhangwagen";"||Totaal";"aantal";""
"2001";"Aanhangwagen";"< 500 kg";"aantal";""
"2001";"Aanhangwagen";"500 - 999 kg";"aantal";""
"2001";"Aanhangwagen";"1000 - 1499 kg";"aantal";""
"2001";"Aanhangwagen";"1500 - 1999 kg";"aantal";""
"2001";"Aanhangwagen";"2000 - 2499 kg";"aantal";""
"2001";"Aanhangwagen";"2500 - 2999 kg";"aantal";""
"2001";"Aanhangwagen";"3000 - 3499 kg";"aantal";""
"2001";"Aanhangwagen";"3500 - 3999 kg";"aantal";""
"2001";"Aanhangwagen";"4000 - 4499 kg";"aantal";""
"2001";"Aanhangwagen";"4500 - 4999 kg";"aantal";""
"2001";"Aanhangwagen";"5000 - 5499 kg";"aantal";""
"2001";"Aanhangwagen";"5500 - 5999 kg";"aantal";""
"2001";"Aanhangwagen";"6000 - 6499 kg";"aantal";""
"2001";"Aanhangwagen";"6500 - 6999 kg";"aantal";""
"2001";"Aanhangwagen";"7000 - 7499 kg";"aantal";""
"2001";"Aanhangwagen";"7500 - 7999 kg";"aantal";""
"2001";"Aanhangwagen";"8000 - 8499 kg";"aantal";""
"2001";"Aanhangwagen";"8500 - 8999 kg";"aantal";""
"2001";"Aanhangwagen";"9000 - 9499 kg";"aantal";""
"2001";"Aanhangwagen";"9500 - 9999 kg";"aantal";""
"2001";"Aanhangwagen";"10 000 - 10 499 kg";"aantal";""
"2001";"Aanhangwagen";"10 500 - 10 999 kg";"aantal";""
"2001";"Aanhangwagen";"11 000 - 11 499 kg";"aantal";""
"2001";"Aanhangwagen";"11 500 - 11 999 kg";"aantal";""
"2001";"Aanhangwagen";"12 000 - 12 499 kg";"aantal";""
"2001";"Aanhangwagen";"12 500 - 12 999 kg";"aantal";""
"2001";"Aanhangwagen";"13 000 - 13 499 kg";"aantal";""
"2001";"Aanhangwagen";"13 500 - 13 999 kg";"aantal";""
"2001";"Aanhangwagen";"14 000 - 14 499 kg";"aantal";""
"2001";"Aanhangwagen";"14 500 - 14 999 kg";"aantal";""
"2001";"Aanhangwagen";"15 000 - 15 499 kg";"aantal";""
"2001";"Aanhangwagen";"15 500 - 15 999 kg";"aantal";""
"2001";"Aanhangwagen";"16 000 - 19 999 kg";"aantal";""
"2001";"Aanhangwagen";"20 000 - 24 999 kg";"aantal";""
"2001";"Aanhangwagen";"25 000 - 29 999 kg";"aantal";""
"2001";"Aanhangwagen";"30 000 kg en meer";"aantal";""
"2001";"Aanhangwagen";"Leeggewicht onbekend";"aantal";""
"2001";"Oplegger";"||Totaal";"aantal";""
"2001";"Oplegger";"Benzine";"aantal";""
"2001";"Oplegger";"Diesel";"aantal";""
"2001";"Oplegger";"LPG";"aantal";""
"2001";"Oplegger";"Elektriciteit";"aantal";""
"2001";"Oplegger";"CNG";"aantal";""
"2001";"Oplegger";"Geen/overige/onbekende brandstof";"aantal";""
"2001";"Oplegger";"||Totaal";"aantal";""
"2001";"Oplegger";"< 500 kg";"aantal";""
"2001";"Oplegger";"500 - 999 kg";"aantal";""
"2001";"Oplegger";"1000 - 1499 kg";"aantal";""
"2001";"Oplegger";"1500 - 1999 kg";"aantal";""
"2001";"Oplegger";"2000 - 2499 kg";"aantal";""
"2001";"Oplegger";"2500 - 2999 kg";"aantal";""
"2001";"Oplegger";"3000 - 3499 kg";"aantal";""
"2001";"Oplegger";"3500 - 3999 kg";"aantal";""
"2001";"Oplegger";"4000 - 4499 kg";"aantal";""
"2001";"Oplegger";"4500 - 4999 kg";"aantal";""
"2001";"Oplegger";"5000 - 5499 kg";"aantal";""
"2001";"Oplegger";"5500 - 5999 kg";"aantal";""
"2001";"Oplegger";"6000 - 6499 kg";"aantal";""
"2001";"Oplegger";"6500 - 6999 kg";"aantal";""
"2001";"Oplegger";"7000 - 7499 kg";"aantal";""
"2001";"Oplegger";"7500 - 7999 kg";"aantal";""
"2001";"Oplegger";"8000 - 8499 kg";"aantal";""
"2001";"Oplegger";"8500 - 8999 kg";"aantal";""
"2001";"Oplegger";"9000 - 9499 kg";"aantal";""
"2001";"Oplegger";"9500 - 9999 kg";"aantal";""
"2001";"Oplegger";"10 000 - 10 499 kg";"aantal";""
"2001";"Oplegger";"10 500 - 10 999 kg";"aantal";""
"2001";"Oplegger";"11 000 - 11 499 kg";"aantal";""
"2001";"Oplegger";"11 500 - 11 999 kg";"aantal";""
"2001";"Oplegger";"12 000 - 12 499 kg";"aantal";""
"2001";"Oplegger";"12 500 - 12 999 kg";"aantal";""
"2001";"Oplegger";"13 000 - 13 499 kg";"aantal";""
"2001";"Oplegger";"13 500 - 13 999 kg";"aantal";""
"2001";"Oplegger";"14 000 - 14 499 kg";"aantal";""
"2001";"Oplegger";"14 500 - 14 999 kg";"aantal";""
"2001";"Oplegger";"15 000 - 15 499 kg";"aantal";""
"2001";"Oplegger";"15 500 - 15 999 kg";"aantal";""
"2001";"Oplegger";"16 000 - 19 999 kg";"aantal";""
"2001";"Oplegger";"20 000 - 24 999 kg";"aantal";""
"2001";"Oplegger";"25 000 - 29 999 kg";"aantal";""
"2001";"Oplegger";"30 000 kg en meer";"aantal";""
"2001";"Oplegger";"Leeggewicht onbekend";"aantal";""
"2002";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"996931"
"2002";"Totaal bedrijfsvoertuigen";"Benzine";"aantal";"72730"
"2002";"Totaal bedrijfsvoertuigen";"Diesel";"aantal";"898388"
"2002";"Totaal bedrijfsvoertuigen";"LPG";"aantal";"25271"
"2002";"Totaal bedrijfsvoertuigen";"Elektriciteit";"aantal";"76"
"2002";"Totaal bedrijfsvoertuigen";"CNG";"aantal";"466"
"2002";"Totaal bedrijfsvoertuigen";"Geen/overige/onbekende brandstof";"aantal";"0"
"2002";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"996931"
"2002";"Totaal bedrijfsvoertuigen";"< 500 kg";"aantal";"140"
"2002";"Totaal bedrijfsvoertuigen";"500 - 999 kg";"aantal";"80916"
"2002";"Totaal bedrijfsvoertuigen";"1000 - 1499 kg";"aantal";"288800"
"2002";"Totaal bedrijfsvoertuigen";"1500 - 1999 kg";"aantal";"366853"
"2002";"Totaal bedrijfsvoertuigen";"2000 - 2499 kg";"aantal";"55839"
"2002";"Totaal bedrijfsvoertuigen";"2500 - 2999 kg";"aantal";"27900"
"2002";"Totaal bedrijfsvoertuigen";"3000 - 3499 kg";"aantal";"10867"
"2002";"Totaal bedrijfsvoertuigen";"3500 - 3999 kg";"aantal";"3706"
"2002";"Totaal bedrijfsvoertuigen";"4000 - 4499 kg";"aantal";"4362"
"2002";"Totaal bedrijfsvoertuigen";"4500 - 4999 kg";"aantal";"5304"
"2002";"Totaal bedrijfsvoertuigen";"5000 - 5499 kg";"aantal";"5155"
"2002";"Totaal bedrijfsvoertuigen";"5500 - 5999 kg";"aantal";"5796"
"2002";"Totaal bedrijfsvoertuigen";"6000 - 6499 kg";"aantal";"8523"
"2002";"Totaal bedrijfsvoertuigen";"6500 - 6999 kg";"aantal";"18989"
"2002";"Totaal bedrijfsvoertuigen";"7000 - 7499 kg";"aantal";"30936"
"2002";"Totaal bedrijfsvoertuigen";"7500 - 7999 kg";"aantal";"11686"
"2002";"Totaal bedrijfsvoertuigen";"8000 - 8499 kg";"aantal";"7556"
"2002";"Totaal bedrijfsvoertuigen";"8500 - 8999 kg";"aantal";"6950"
"2002";"Totaal bedrijfsvoertuigen";"9000 - 9499 kg";"aantal";"6127"
"2002";"Totaal bedrijfsvoertuigen";"9500 - 9999 kg";"aantal";"5565"
